participant,Instrument,play,familiar,vivid,rumbling-low,soft-singing,watery-fluid,direct-loud,nasal-reedy,shrill-noisy,percussive,pure-clear,brassy-metallic,raspy-grainy,ringing-long_decay,sparkling-brilliant,airy-breathy,resonant-vibrant,hollow,woody,muted-veiled,sustained-even,open,focused-compact
226,trumpet,No,Very familiar,18,2,5,3,7,3,5,6,5,6,3,6,6,2,6,1,1,5,5,6,6
228,trumpet,No,Very familiar,17,2,5,2,7,5,6,1,4,7,1,6,6,1,7,1,1,1,6,7,7
235,trumpet,No,Extremely familiar,19,3,2,3,7,2,5,2,4,7,2,5,7,3,5,2,1,2,3,6,6
236,trumpet,No,Very familiar,19,1,3,2,6,1,3,4,7,3,1,4,6,1,6,3,1,1,5,5,5
238,trumpet,No,Very familiar,18,1,2,3,5,1,5,1,4,7,1,6,7,1,7,3,2,5,3,6,6
239,trumpet,No,Moderately familiar,16,1,1,1,7,5,6,1,2,6,1,1,5,1,6,1,1,1,3,4,4
243,trumpet,No,Very familiar,19,2,3,3,7,2,3,4,5,7,2,4,6,2,6,2,2,2,4,6,6
1,trombone,No,Very familiar,18,7,3,1,7,1,2,1,6,7,1,6,1,1,6,2,1,1,7,6,6
2,trombone,No,Moderately familiar,17,5,4,4,5,2,3,2,5,5,3,5,4,2,6,4,2,2,5,6,4
4,trombone,No,Extremely familiar,19,7,5,6,7,2,1,2,5,5,5,5,6,5,5,3,1,3,6,6,2
7,trombone,No,Very familiar,17,6,1,1,5,1,5,1,1,6,7,2,5,5,1,1,1,1,4,2,1
14,trombone,No,Extremely familiar,19,3,1,1,5,2,5,2,6,7,1,5,2,2,5,1,1,1,5,6,4
17,trombone,No,Moderately familiar,16,2,1,1,5,1,5,1,1,7,1,3,4,1,4,2,1,1,4,3,1
18,trombone,No,Extremely familiar,19,3,2,2,5,1,1,1,5,2,2,2,5,2,6,1,1,3,5,2,4
21,trombone,No,Extremely familiar,19,6,7,1,4,1,1,1,7,7,3,7,5,1,6,1,1,1,6,7,4
24,trombone,No,Moderately familiar,17,7,2,1,7,1,1,1,5,6,6,6,1,1,3,1,1,1,6,5,1
25,trombone,Yes,Extremely familiar,19,7,3,5,6,5,4,1,6,7,1,6,3,4,6,4,1,3,6,6,3
26,trombone,No,Very familiar,18,4,2,3,5,2,4,2,4,5,2,5,4,1,4,4,2,1,5,3,3
27,trombone,No,Very familiar,17,6,1,1,5,1,3,1,1,7,3,3,1,2,4,1,1,2,4,2,1
32,trombone,No,Extremely familiar,19,6,3,2,7,5,5,3,4,7,1,6,5,2,7,1,1,5,6,4,6
33,trombone,No,Moderately familiar,17,5,5,6,6,1,1,2,6,4,1,2,4,1,5,1,1,1,6,7,5
34,trombone,No,Extremely familiar,19,5,3,2,4,1,2,1,3,6,5,5,3,2,4,1,1,5,5,4,4
37,trombone,No,Extremely familiar,17,5,3,3,6,1,6,1,2,7,5,3,3,1,5,2,1,1,5,5,3
38,trombone,No,Very familiar,19,5,3,1,7,1,1,1,4,7,2,5,4,1,4,1,1,1,5,5,4
40,trombone,No,Moderately familiar,18,3,3,2,5,5,1,1,4,6,4,4,1,1,3,1,1,5,6,2,7
43,trombone,No,Very familiar,18,3,1,1,7,1,1,1,4,7,1,2,4,1,3,1,1,1,3,2,2
44,trombone,No,Extremely familiar,18,6,3,4,6,1,3,1,4,5,2,3,5,1,5,4,1,2,5,4,5
46,trombone,No,Very familiar,17,7,1,1,7,1,2,1,4,7,2,3,1,1,7,4,1,1,5,5,2
47,trombone,Yes,Extremely familiar,19,7,7,2,7,1,2,1,7,7,2,7,4,5,7,3,1,2,7,7,7
50,trombone,No,Very familiar,17,7,1,1,7,1,1,4,2,6,6,3,1,3,2,1,2,2,1,5,1
62,trombone,No,Very familiar,17,1,6,1,5,3,1,1,6,7,1,1,2,1,2,1,1,4,7,4,6
64,trombone,No,Extremely familiar,19,2,5,1,5,1,1,1,5,7,4,1,1,4,5,3,1,3,6,5,5
70,trombone,No,Moderately familiar,17,5,5,1,6,2,2,2,3,6,2,6,3,3,6,5,1,3,5,5,5
72,trombone,No,Extremely familiar,19,7,7,6,7,3,2,2,6,7,1,1,7,3,7,2,1,5,6,7,6
76,trombone,No,Extremely familiar,19,7,6,6,7,4,3,4,3,6,6,6,4,5,7,6,1,6,7,7,4
78,trombone,No,Extremely familiar,19,6,3,1,6,2,1,5,6,5,2,7,4,2,7,6,1,5,7,4,7
79,trombone,No,Extremely familiar,19,6,3,1,7,1,1,1,5,7,2,6,5,2,5,1,1,2,6,6,5
81,trombone,Yes,Extremely familiar,19,4,3,1,6,1,4,1,6,6,1,6,6,1,6,1,1,1,4,5,3
87,trombone,No,Extremely familiar,19,4,5,4,5,1,1,1,5,7,1,2,1,7,6,1,1,5,7,4,4
89,trombone,No,Very familiar,18,7,5,3,7,1,1,1,4,7,2,1,1,2,7,2,1,2,7,7,5
95,trombone,No,Extremely familiar,19,5,2,2,7,1,2,1,3,4,3,6,2,1,5,1,1,1,2,7,3
98,trombone,Yes,Extremely familiar,19,2,4,3,5,1,4,2,5,6,1,2,1,2,6,1,1,1,4,6,3
99,trombone,No,Very familiar,17,7,1,1,5,1,1,1,2,7,6,2,1,2,2,1,1,1,2,2,2
102,trombone,Yes,Extremely familiar,19,5,5,1,5,3,3,4,7,5,2,7,2,1,6,2,2,3,7,5,1
107,trombone,No,Very familiar,19,2,4,1,6,2,4,1,4,7,3,4,5,6,3,3,1,2,6,5,6
108,trombone,No,Very familiar,18,6,2,2,7,2,6,1,2,7,5,5,2,3,5,3,1,3,4,5,2
109,trombone,No,Moderately familiar,18,1,6,2,4,3,1,1,6,6,2,1,3,2,6,2,1,1,6,5,4
111,trombone,No,Extremely familiar,19,6,2,1,7,1,7,4,4,6,1,4,3,5,5,5,1,3,4,5,3
114,trombone,No,Very familiar,17,5,4,3,5,3,2,4,3,7,2,5,4,4,5,3,2,2,4,5,2
115,trombone,No,Extremely familiar,19,6,2,3,7,5,7,1,6,7,5,4,6,5,6,1,2,3,6,6,5
116,trombone,No,Very familiar,18,6,5,2,6,6,2,1,4,5,2,7,2,5,6,3,1,5,6,3,5
126,trombone,No,Extremely familiar,17,5,5,3,6,5,2,2,4,6,2,6,2,5,3,6,5,2,6,5,5
127,trombone,No,Very familiar,17,3,3,2,4,3,5,1,6,5,3,3,4,4,4,3,2,2,5,3,3
134,trombone,No,Very familiar,17,3,1,4,5,3,1,1,4,4,2,2,3,1,3,1,1,4,5,6,1
137,trombone,Yes,Extremely familiar,19,7,3,5,7,3,6,4,7,7,3,3,5,4,7,5,2,1,5,7,1
139,trombone,No,Very familiar,17,6,5,3,7,1,2,5,5,7,2,2,4,2,5,1,1,2,6,5,6
140,trombone,No,Extremely familiar,18,4,6,4,4,1,1,1,5,6,1,5,3,3,6,1,1,2,6,6,2
146,trombone,No,Very familiar,17,5,1,1,7,4,5,1,2,7,5,5,5,4,6,3,3,2,4,4,6
147,trombone,No,Extremely familiar,19,4,3,2,6,2,5,2,4,7,3,2,5,4,6,1,1,2,5,5,4
148,trombone,No,Moderately familiar,16,5,2,1,5,1,2,1,1,7,2,1,2,3,7,2,1,3,7,5,6
156,trombone,No,Moderately familiar,17,5,3,2,5,3,2,1,3,6,1,2,5,5,5,2,2,3,5,5,3
176,trombone,No,Very familiar,18,5,2,3,7,4,7,1,6,6,3,4,2,3,6,3,2,2,2,2,3
177,trombone,No,Moderately familiar,16,2,5,4,7,1,3,2,5,7,4,1,4,3,2,1,1,1,7,6,5
185,trombone,No,Extremely familiar,19,4,7,4,7,1,1,1,6,5,1,5,5,5,6,1,1,3,7,6,7
187,trombone,No,Extremely familiar,19,7,7,6,7,1,1,1,7,6,6,7,5,2,7,3,1,4,7,4,2
188,trombone,No,Very familiar,17,5,4,3,5,3,3,2,5,6,4,3,3,3,5,3,3,4,4,3,5
192,trombone,No,Very familiar,18,5,6,6,5,2,3,1,7,7,3,6,5,2,6,2,1,3,6,5,7
196,trombone,No,Moderately familiar,17,5,1,1,6,1,1,1,1,6,4,3,1,2,2,1,1,3,3,3,1
198,trombone,No,Moderately familiar,16,1,1,1,6,1,7,1,4,7,1,5,4,4,3,1,1,2,5,5,4
201,trombone,No,Very familiar,19,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,4,7,7,7
203,trombone,No,Extremely familiar,19,1,6,2,7,1,2,1,7,7,2,7,7,1,7,1,1,1,7,7,7
212,trombone,Yes,Extremely familiar,19,5,4,1,7,1,1,1,3,6,2,1,5,1,5,1,1,2,4,5,4
219,trombone,No,Extremely familiar,19,6,3,2,6,1,3,1,5,5,1,3,4,2,5,2,1,2,5,5,5
233,trombone,No,Very familiar,17,7,5,5,7,1,5,1,6,7,1,5,5,3,6,3,1,2,6,6,5
234,trombone,No,Very familiar,17,6,5,2,7,2,5,1,3,6,1,1,3,2,5,2,1,1,7,4,4
241,trombone,No,Very familiar,19,5,2,3,6,2,4,1,3,5,3,5,1,1,7,1,1,1,7,6,3
2,tuba,No,Moderately familiar,16,7,2,2,7,2,2,3,2,1,6,6,2,2,5,6,2,2,4,6,3
5,tuba,No,Very familiar,17,5,2,2,4,1,1,1,6,2,1,6,1,1,5,1,1,3,7,5,5
9,tuba,No,Very familiar,19,7,3,6,4,1,1,1,4,6,5,6,3,1,7,6,1,4,7,6,4
15,tuba,No,Moderately familiar,18,6,2,1,6,3,1,1,4,7,3,5,1,1,6,1,1,1,6,6,5
16,tuba,No,Very familiar,17,4,4,1,2,1,1,1,2,5,1,3,2,5,4,2,1,2,4,2,3
21,tuba,No,Extremely familiar,19,7,4,1,4,1,1,1,1,6,2,6,2,5,5,1,1,1,6,6,1
27,tuba,No,Very familiar,18,5,3,2,3,1,1,1,2,5,2,3,1,1,5,1,1,6,3,4,3
29,tuba,No,Very familiar,18,5,3,1,5,1,1,1,5,4,3,6,3,2,4,3,1,1,6,6,4
36,tuba,No,Extremely familiar,19,7,5,4,2,2,1,1,6,2,3,5,4,5,7,1,1,4,6,5,2
37,tuba,No,Very familiar,18,7,2,3,6,2,2,1,6,7,4,4,2,2,5,2,1,2,5,7,6
38,tuba,No,Very familiar,19,7,2,1,7,1,1,1,1,7,2,5,1,2,5,1,1,3,5,2,4
42,tuba,No,Very familiar,17,7,3,1,5,1,2,3,2,3,4,2,1,2,5,1,1,4,3,4,4
47,tuba,No,Very familiar,19,1,4,4,7,1,5,1,6,7,2,7,2,6,7,1,1,4,7,6,4
51,tuba,No,Very familiar,19,6,5,5,6,2,1,1,5,7,1,1,4,2,6,2,1,4,7,2,6
53,tuba,No,Extremely familiar,19,7,4,1,7,1,2,1,5,7,1,7,5,3,7,1,1,1,7,4,1
55,tuba,No,Moderately familiar,17,7,5,2,4,2,2,3,4,1,2,3,3,1,4,5,3,6,3,5,3
59,tuba,No,Moderately familiar,17,6,5,1,6,1,1,1,5,7,2,6,4,3,7,2,1,3,6,1,6
64,tuba,No,Extremely familiar,19,7,6,2,4,1,1,1,5,4,2,1,1,5,4,3,1,5,6,4,5
65,tuba,No,Very familiar,18,7,1,1,6,1,1,5,1,5,5,5,1,1,5,1,1,3,2,5,2
68,tuba,No,Moderately familiar,18,7,1,1,6,1,5,1,2,7,7,6,1,5,7,1,1,1,4,7,1
71,tuba,No,Very familiar,19,7,2,1,5,2,2,2,2,4,2,6,1,4,5,4,1,4,5,2,2
72,tuba,No,Extremely familiar,19,6,7,5,7,1,1,1,2,7,2,6,1,2,1,5,2,1,7,6,3
76,tuba,No,Extremely familiar,18,7,6,6,6,3,2,3,2,6,4,6,5,3,7,5,2,2,6,7,2
78,tuba,No,Extremely familiar,19,6,5,3,6,1,1,1,5,3,3,3,4,2,6,3,1,2,6,6,6
80,tuba,No,Moderately familiar,16,7,4,5,6,1,2,2,3,6,5,6,2,4,5,5,2,2,6,5,3
82,tuba,No,Moderately familiar,17,6,4,1,3,1,1,3,1,4,4,4,1,3,6,4,3,6,4,4,1
86,tuba,No,Very familiar,18,7,5,2,5,2,2,2,3,6,1,2,2,4,6,5,1,5,5,4,3
88,tuba,No,Very familiar,18,5,2,5,5,1,4,1,5,7,2,7,4,3,6,2,1,1,6,2,2
89,tuba,No,Very familiar,18,7,3,2,6,1,1,2,2,6,4,2,1,2,2,2,1,5,7,6,1
94,tuba,No,Very familiar,18,7,1,1,7,3,7,4,1,7,1,5,1,7,5,7,1,7,3,5,4
95,tuba,No,Extremely familiar,19,7,3,3,7,1,1,3,6,6,5,2,2,5,7,3,1,2,5,6,4
97,tuba,No,Moderately familiar,16,7,1,4,6,2,1,1,1,5,1,4,1,4,5,4,2,2,5,3,4
100,tuba,Yes,Moderately familiar,17,5,2,3,4,2,2,4,3,4,2,2,2,2,4,3,2,4,4,2,4
104,tuba,No,Very familiar,18,5,3,2,6,3,4,2,4,6,4,4,4,5,5,2,2,4,7,6,5
106,tuba,No,Moderately familiar,17,7,3,5,4,1,1,1,3,3,1,1,3,2,2,2,2,1,5,4,1
110,tuba,No,Extremely familiar,19,6,5,5,4,1,1,2,3,5,1,4,2,5,5,3,1,4,5,5,4
111,tuba,No,Extremely familiar,19,7,3,2,6,2,5,2,3,5,2,3,2,5,4,3,1,4,5,4,3
113,tuba,No,Extremely familiar,19,6,1,2,5,1,1,1,2,4,6,4,1,6,3,6,1,2,5,4,4
114,tuba,No,Moderately familiar,16,6,4,4,4,2,2,4,3,5,3,3,2,5,5,4,3,4,4,5,3
115,tuba,Yes,Extremely familiar,19,7,6,5,5,1,1,1,5,7,2,2,4,2,6,1,1,5,5,5,5
116,tuba,No,Very familiar,19,7,4,1,6,2,1,1,4,5,5,7,2,1,6,1,1,2,5,4,5
123,tuba,No,Very familiar,18,5,3,2,6,2,3,6,3,6,2,5,6,1,6,2,2,1,5,2,6
127,tuba,No,Extremely familiar,18,5,3,4,6,2,4,1,4,7,5,2,3,4,5,2,2,4,3,5,3
131,tuba,No,Moderately familiar,18,7,3,3,6,1,2,4,6,6,7,5,5,5,4,2,1,5,5,5,4
137,tuba,Yes,Extremely familiar,19,6,2,2,7,1,4,4,4,6,5,4,2,2,7,3,1,3,3,5,4
139,tuba,No,Very familiar,18,7,5,2,7,1,1,1,4,7,2,3,1,4,5,1,1,2,5,5,3
147,tuba,No,Extremely familiar,19,6,5,5,6,2,1,4,5,6,2,2,2,6,4,5,3,4,4,5,2
148,tuba,No,Extremely familiar,19,4,7,2,7,1,1,1,7,7,1,1,1,4,6,1,1,3,7,7,5
160,tuba,Yes,Moderately familiar,19,7,4,3,5,2,1,1,5,6,3,4,2,5,5,5,2,4,5,4,5
161,tuba,No,Extremely familiar,19,7,1,1,4,2,1,2,4,6,2,4,1,4,7,2,1,2,5,7,3
164,tuba,No,Moderately familiar,17,7,1,4,7,5,5,4,5,7,6,3,4,5,6,2,3,3,4,5,3
165,tuba,Yes,Extremely familiar,19,7,5,7,7,1,3,3,7,5,5,5,5,5,7,3,2,5,7,7,4
168,tuba,No,Extremely familiar,19,6,5,3,6,1,1,1,2,3,2,5,1,5,2,5,1,4,5,6,3
170,tuba,No,Moderately familiar,16,7,2,5,7,1,6,4,2,7,6,2,3,5,4,6,1,1,3,6,3
173,tuba,No,Very familiar,18,7,5,3,5,2,2,2,4,6,2,2,1,2,6,2,1,4,4,2,3
177,tuba,No,Moderately familiar,17,7,2,1,7,1,3,5,1,5,7,2,1,1,2,1,1,1,3,3,1
178,tuba,No,Very familiar,16,6,5,5,2,1,1,1,4,6,2,6,3,4,7,1,1,4,6,5,2
179,tuba,No,Very familiar,17,7,1,1,5,1,4,2,2,3,3,3,3,1,4,5,1,5,4,4,3
182,tuba,No,Moderately familiar,17,7,1,3,6,1,1,1,2,6,5,5,3,4,7,4,1,1,5,5,2
184,tuba,No,Extremely familiar,19,7,3,1,6,1,4,6,3,5,4,5,3,5,6,5,5,5,5,2,2
188,tuba,No,Moderately familiar,17,6,3,3,5,3,5,3,5,6,4,3,3,4,4,2,2,3,4,4,5
192,tuba,No,Very familiar,18,7,6,5,6,2,3,3,5,6,3,6,5,3,6,2,3,6,6,6,4
195,tuba,No,Moderately familiar,16,7,3,4,3,2,2,2,2,6,3,4,2,3,3,3,2,5,4,2,3
200,tuba,No,Extremely familiar,18,7,1,1,7,1,5,1,4,6,1,4,2,5,7,5,1,1,7,7,7
205,tuba,Yes,Very familiar,17,7,3,1,7,1,6,2,3,7,3,3,3,4,4,4,1,2,4,4,2
208,tuba,Yes,Very familiar,18,7,5,2,6,2,2,5,3,5,2,2,3,5,4,3,2,2,2,3,2
209,tuba,Yes,Moderately familiar,16,7,1,1,7,1,1,2,1,5,4,1,1,3,5,2,1,2,5,3,1
211,tuba,No,Very familiar,17,6,2,3,3,2,2,1,3,5,5,2,3,3,4,4,1,4,4,4,3
217,tuba,No,Moderately familiar,17,7,1,4,4,1,1,2,1,5,5,1,1,1,7,1,1,6,1,5,2
222,tuba,No,Very familiar,18,7,7,7,7,1,1,1,4,5,2,7,2,7,7,5,1,6,5,7,4
226,tuba,No,Very familiar,17,7,5,2,7,1,3,4,6,6,3,6,3,2,5,5,1,2,7,7,6
230,tuba,No,Very familiar,18,6,4,1,6,1,1,1,4,1,3,5,2,5,6,2,1,5,6,5,2
236,tuba,No,Moderately familiar,18,7,3,1,6,1,4,2,5,4,1,4,2,5,5,2,1,1,4,5,4
10,timpani,No,Extremely familiar,19,6,2,1,5,1,1,7,6,1,1,6,1,1,1,2,1,2,6,6,3
11,timpani,No,Extremely familiar,18,3,1,1,6,1,1,4,7,1,1,3,1,1,2,2,1,1,2,1,5
12,timpani,Yes,Moderately familiar,17,7,1,1,7,1,3,7,5,6,1,6,1,1,7,4,3,5,1,3,5
15,timpani,No,Extremely familiar,19,7,1,1,7,1,1,5,2,1,1,4,1,1,6,2,1,3,2,6,3
17,timpani,No,Very familiar,18,7,1,2,6,4,2,4,1,1,1,3,5,2,7,3,1,1,2,5,1
18,timpani,Yes,Extremely familiar,19,7,1,1,6,1,1,5,2,1,1,6,1,1,6,4,1,3,2,4,2
19,timpani,No,Very familiar,17,6,1,1,6,1,1,7,2,1,1,5,1,1,6,5,1,1,5,7,5
26,timpani,No,Very familiar,18,4,2,2,4,2,2,3,2,3,3,4,2,3,4,2,2,4,2,2,4
27,timpani,No,Very familiar,17,2,1,1,4,1,1,1,2,1,1,2,1,1,1,1,2,2,1,4,1
29,timpani,No,Moderately familiar,18,6,1,1,5,1,1,7,3,1,1,7,1,1,5,5,1,2,4,5,3
51,timpani,No,Extremely familiar,19,7,1,1,4,1,1,5,4,1,2,6,3,4,7,6,1,4,2,5,5
53,timpani,No,Extremely familiar,19,7,1,1,7,1,2,7,4,1,1,7,4,1,7,1,1,3,5,4,3
58,timpani,No,Extremely familiar,19,7,1,1,6,1,4,7,4,1,1,6,1,1,7,6,1,3,1,6,1
60,timpani,No,Very familiar,17,6,1,1,7,1,5,7,1,6,1,6,1,1,4,5,1,1,1,5,2
68,timpani,No,Extremely familiar,19,7,4,1,6,1,1,7,2,1,1,3,1,7,5,7,1,7,1,7,5
74,timpani,No,Extremely familiar,19,5,2,4,5,1,2,4,5,1,1,6,1,3,5,7,4,2,5,6,4
76,timpani,No,Moderately familiar,18,7,4,3,6,4,4,7,5,5,5,7,5,6,6,5,4,3,3,5,5
77,timpani,No,Extremely familiar,19,7,1,1,7,4,7,7,2,7,1,7,1,1,4,4,1,3,1,7,1
78,timpani,No,Extremely familiar,19,5,4,3,6,1,1,7,4,1,1,7,1,1,6,7,3,4,4,5,6
82,timpani,No,Very familiar,18,7,1,1,7,1,1,7,1,3,1,5,1,1,7,7,4,2,1,5,3
85,timpani,No,Moderately familiar,17,4,5,2,5,5,1,6,5,2,1,6,2,2,5,5,3,5,2,4,2
87,timpani,Yes,Extremely familiar,19,7,1,1,7,1,4,7,2,1,1,7,1,1,2,1,1,4,1,4,1
90,timpani,No,Very familiar,17,5,2,1,6,1,4,7,3,1,1,5,1,1,4,7,1,2,1,6,3
91,timpani,No,Very familiar,18,6,1,1,7,1,1,7,4,1,1,6,4,1,7,6,1,2,6,5,4
93,timpani,No,Extremely familiar,19,7,1,1,7,1,1,7,5,1,1,4,1,1,6,6,1,4,4,5,4
94,timpani,No,Very familiar,17,7,1,1,7,1,5,7,1,1,1,6,1,1,5,7,1,1,5,3,7
96,timpani,No,Moderately familiar,16,7,1,2,7,1,2,7,2,1,1,4,1,2,5,3,2,2,2,4,2
102,timpani,No,Very familiar,19,7,1,4,5,1,5,7,2,1,1,7,1,4,6,3,1,5,5,3,2
104,timpani,No,Moderately familiar,17,7,3,2,6,2,3,6,2,1,2,4,2,2,5,3,2,2,2,3,2
110,timpani,No,Very familiar,18,6,2,1,6,1,1,7,3,1,1,1,1,2,2,5,1,5,2,5,6
112,timpani,No,Very familiar,17,7,1,1,7,1,3,7,2,1,5,4,1,2,5,5,2,4,2,5,2
113,timpani,Yes,Extremely familiar,19,7,1,4,7,1,1,7,6,4,7,6,6,1,7,6,1,5,5,6,6
126,timpani,Yes,Extremely familiar,19,7,5,1,7,1,1,7,2,1,1,7,1,4,7,7,6,5,2,7,2
141,timpani,No,Extremely familiar,18,7,2,4,6,2,2,3,2,2,2,7,5,2,7,7,5,4,6,7,3
142,timpani,No,Very familiar,17,6,3,1,1,1,1,5,2,1,1,2,2,1,4,5,6,4,4,5,4
146,timpani,No,Very familiar,18,7,2,2,7,1,2,7,1,1,1,6,2,1,5,3,4,2,1,4,4
149,timpani,No,Extremely familiar,19,7,2,5,7,1,4,6,1,6,1,3,1,3,6,6,1,5,3,4,4
160,timpani,Yes,Extremely familiar,19,7,5,2,6,1,2,7,4,1,1,5,3,3,7,4,1,1,6,3,4
166,timpani,No,Very familiar,18,7,1,1,7,1,1,5,6,1,1,6,2,1,7,5,1,4,4,5,3
167,timpani,No,Moderately familiar,17,7,1,5,7,1,7,7,1,1,1,7,5,4,6,2,1,6,7,7,1
172,timpani,No,Very familiar,18,7,1,1,3,1,1,7,1,1,1,2,1,1,1,5,1,3,1,6,1
177,timpani,No,Moderately familiar,17,7,1,1,7,1,3,7,2,1,1,6,1,1,7,7,1,3,1,7,2
178,timpani,No,Very familiar,18,7,1,4,6,1,1,5,3,5,1,3,1,1,5,2,1,3,1,3,2
179,timpani,No,Moderately familiar,17,7,2,1,6,3,1,7,1,5,1,6,5,1,4,6,1,4,1,4,4
189,timpani,No,Extremely familiar,19,7,2,2,5,1,1,7,3,1,1,7,1,5,7,4,1,5,7,5,7
204,timpani,No,Very familiar,18,7,2,2,6,1,4,6,4,3,2,5,3,2,5,5,2,4,4,4,3
211,timpani,No,Very familiar,18,4,1,2,4,1,4,5,3,5,3,6,4,3,5,5,1,3,5,4,4
212,timpani,No,Extremely familiar,19,6,1,1,7,1,3,7,6,1,1,7,4,1,4,1,1,1,4,2,5
213,timpani,No,Moderately familiar,17,7,1,1,7,5,5,7,1,1,2,6,1,6,1,6,6,1,2,6,1
219,timpani,No,Very familiar,19,5,3,2,7,1,1,6,6,1,1,5,3,1,5,3,1,4,6,3,6
222,timpani,No,Moderately familiar,16,7,1,3,6,1,1,7,5,6,4,6,1,5,5,6,1,5,7,6,7
227,timpani,No,Extremely familiar,19,7,1,1,7,1,7,7,1,1,1,7,5,1,7,6,2,1,5,5,3
230,timpani,No,Very familiar,17,2,2,2,5,1,1,6,3,1,1,2,1,2,5,5,1,5,2,3,2
231,timpani,No,Very familiar,18,6,6,1,6,1,1,7,6,1,1,1,6,1,5,5,1,5,1,1,6
234,timpani,No,Very familiar,17,6,1,1,7,4,5,7,4,1,2,3,1,1,6,5,2,1,2,6,4
237,timpani,No,Very familiar,18,7,1,1,7,1,1,6,3,1,1,7,1,1,7,6,1,5,2,7,2
240,timpani,No,Extremely familiar,18,6,2,3,6,2,2,6,4,1,4,1,1,4,5,6,3,5,3,6,5
1,bass-drum,No,Very familiar,17,7,1,3,7,1,5,6,1,1,2,7,1,1,2,4,1,6,3,4,1
12,bass-drum,Yes,Very familiar,17,7,3,6,5,1,1,6,6,1,1,1,6,1,6,7,4,1,2,7,2
13,bass-drum,No,Very familiar,19,7,1,1,7,1,2,7,2,1,6,5,1,1,1,5,1,3,4,4,5
14,bass-drum,No,Extremely familiar,18,7,1,1,7,1,3,7,1,2,7,7,1,1,6,4,1,3,2,6,2
15,bass-drum,No,Very familiar,18,7,1,1,7,1,1,2,1,1,2,6,1,1,4,2,1,4,6,4,5
23,bass-drum,No,Very familiar,18,7,1,5,7,2,1,2,2,1,2,7,6,2,7,7,6,5,2,7,1
25,bass-drum,No,Extremely familiar,19,7,2,6,7,1,1,5,5,1,1,4,1,1,5,6,5,5,5,6,1
28,bass-drum,No,Extremely familiar,19,7,1,1,7,1,1,3,2,2,3,6,1,1,7,5,3,2,3,3,1
30,bass-drum,No,Moderately familiar,17,7,2,3,5,1,2,6,3,1,4,3,2,2,3,5,2,6,4,3,3
33,bass-drum,No,Moderately familiar,17,7,2,3,7,1,1,5,5,1,4,7,6,2,7,1,6,2,6,7,6
34,bass-drum,No,Very familiar,18,7,2,1,5,2,2,6,2,2,2,2,2,1,2,4,2,6,1,3,4
36,bass-drum,No,Extremely familiar,19,7,3,2,7,1,1,1,3,1,1,5,1,1,7,1,2,2,2,5,6
37,bass-drum,No,Moderately familiar,16,7,1,2,7,1,2,7,4,2,2,7,2,1,6,1,1,1,6,7,7
51,bass-drum,No,Extremely familiar,19,7,1,1,2,1,1,5,1,1,5,4,1,3,6,6,6,6,1,1,2
52,bass-drum,No,Very familiar,19,6,4,3,5,1,1,7,2,1,1,5,1,2,6,1,1,5,1,2,1
56,bass-drum,No,Extremely familiar,19,7,1,1,2,3,1,7,2,1,3,2,1,2,3,6,3,7,2,3,1
61,bass-drum,No,Very familiar,19,7,1,1,7,1,1,7,2,1,1,4,1,1,3,4,1,1,4,4,4
67,bass-drum,No,Extremely familiar,19,7,1,1,7,1,4,7,3,1,1,1,1,1,5,7,4,5,1,1,4
69,bass-drum,Yes,Extremely familiar,19,7,1,1,7,3,3,7,1,1,3,3,1,1,3,4,2,1,1,6,2
71,bass-drum,No,Very familiar,19,7,1,1,7,1,5,6,2,1,1,6,1,1,6,5,2,4,3,3,2
73,bass-drum,No,Very familiar,18,5,1,1,5,1,4,6,4,1,2,1,1,1,3,3,2,3,2,4,4
74,bass-drum,No,Extremely familiar,19,7,5,5,4,2,1,6,5,1,3,6,1,6,7,6,5,4,6,6,1
78,bass-drum,No,Extremely familiar,19,5,2,1,7,1,1,7,1,1,1,7,1,3,7,6,2,3,1,6,6
80,bass-drum,Yes,Extremely familiar,19,7,3,5,5,1,1,2,3,1,1,7,2,4,6,6,3,3,4,6,2
82,bass-drum,No,Moderately familiar,16,7,1,1,5,1,5,6,1,3,1,7,1,1,7,6,1,1,5,4,1
83,bass-drum,Yes,Extremely familiar,19,6,1,1,6,1,1,5,2,2,2,4,1,3,5,5,6,6,3,3,4
84,bass-drum,No,Very familiar,19,5,1,1,7,1,1,7,7,3,1,1,1,1,1,5,1,1,1,1,7
90,bass-drum,No,Very familiar,17,7,1,1,6,1,6,7,2,1,3,4,1,2,4,5,1,1,2,2,1
91,bass-drum,No,Moderately familiar,17,7,1,1,7,1,2,7,4,1,1,5,1,1,7,7,1,5,4,3,4
93,bass-drum,No,Extremely familiar,19,6,2,1,6,1,1,7,5,1,1,4,1,1,5,5,1,4,2,4,3
94,bass-drum,No,Very familiar,18,7,1,1,7,1,1,7,1,1,1,4,1,1,1,5,1,1,3,3,7
98,bass-drum,No,Very familiar,19,7,1,1,7,1,1,7,1,1,1,3,1,1,1,1,1,2,1,1,2
99,bass-drum,No,Extremely familiar,19,7,1,3,7,1,1,5,1,1,1,2,1,3,6,6,1,2,1,6,1
103,bass-drum,No,Moderately familiar,18,7,1,1,7,1,1,7,4,1,1,4,1,2,1,6,1,6,2,4,7
